time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1696170,1762292197.746982,ACCEL,0,0.00000,0.12000,0.06749,1696170
1696175,1762292197.849546,ACCEL,0,0.00000,0.12000,0.06749,1696175
1696180,1762292197.849568,ACCEL,1,0.00491,0.12000,0.06763,1696180
1696185,1762292197.849581,ACCEL,1,0.00491,0.12000,0.06763,1696185
1696190,1762292197.849591,ACCEL,1,0.00491,0.12000,0.06763,1696190
1696195,1762292197.849600,ACCEL,1,0.00491,0.12000,0.06763,1696195
1696200,1762292197.849609,ACCEL,1,0.00491,0.12000,0.06763,1696200
1696205,1762292197.849617,ACCEL,1,0.00491,0.12000,0.06763,1696205
1696210,1762292197.849625,ACCEL,1,0.00491,0.12000,0.06763,1696210
1696215,1762292197.849634,ACCEL,1,0.00491,0.12000,0.06763,1696215
1696220,1762292197.849642,ACCEL,2,0.00982,0.12000,0.06776,1696220
1696225,1762292197.849651,ACCEL,2,0.00982,0.12000,0.06776,1696225
1696230,1762292197.849659,ACCEL,2,0.00982,0.12000,0.06776,1696230
1696235,1762292197.849667,ACCEL,2,0.00982,0.12000,0.06776,1696235
1696240,1762292197.849676,ACCEL,2,0.00982,0.12000,0.06776,1696240
1696245,1762292197.849682,ACCEL,2,0.00982,0.12000,0.06776,1696245
1696250,1762292197.849689,ACCEL,2,0.00982,0.12000,0.06776,1696250
1696255,1762292197.849729,ACCEL,2,0.00982,0.12000,0.06776,1696255
1696260,1762292197.849751,ACCEL,3,0.01473,0.12000,0.06790,1696260
1696265,1762292197.849761,ACCEL,3,0.01473,0.12000,0.06790,1696265
1696270,1762292197.849771,ACCEL,3,0.01473,0.12000,0.06790,1696270
1696275,1762292197.849788,ACCEL,3,0.01473,0.12000,0.06790,1696275
1696280,1762292197.849795,ACCEL,3,0.01473,0.12000,0.06790,1696280
1696285,1762292197.849813,ACCEL,3,0.01473,0.12000,0.06790,1696285
1696290,1762292197.849825,ACCEL,3,0.01473,0.12000,0.06790,1696290
1696295,1762292197.849855,ACCEL,3,0.01473,0.12000,0.06790,1696295
1696300,1762292197.849862,ACCEL,4,0.01963,0.12000,0.06803,1696300
1696305,1762292197.849869,ACCEL,4,0.01963,0.12000,0.06803,1696305
1696310,1762292197.849876,ACCEL,4,0.01963,0.12000,0.06803,1696310
1696315,1762292197.849883,ACCEL,4,0.01963,0.12000,0.06803,1696315
1696320,1762292197.849890,ACCEL,4,0.01963,0.12000,0.06803,1696320
1696325,1762292197.849897,ACCEL,4,0.01963,0.12000,0.06803,1696325
