time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1642951,1762292144.435185,ACCEL,0,0.00000,0.12000,0.06749,1642951
1642956,1762292144.536796,ACCEL,0,0.00000,0.12000,0.06749,1642956
1642961,1762292144.536851,ACCEL,1,0.00491,0.12000,0.06763,1642961
1642966,1762292144.536903,ACCEL,1,0.00491,0.12000,0.06763,1642966
1642971,1762292144.536915,ACCEL,1,0.00491,0.12000,0.06763,1642971
1642976,1762292144.536925,ACCEL,1,0.00491,0.12000,0.06763,1642976
1642981,1762292144.538038,ACCEL,1,0.00491,0.12000,0.06763,1642981
1642986,1762292144.538052,ACCEL,1,0.00491,0.12000,0.06763,1642986
1642991,1762292144.538061,ACCEL,1,0.00491,0.12000,0.06763,1642991
1642996,1762292144.538089,ACCEL,1,0.00491,0.12000,0.06763,1642996
1643001,1762292144.538099,ACCEL,2,0.00982,0.12000,0.06776,1643001
1643006,1762292144.538106,ACCEL,2,0.00982,0.12000,0.06776,1643006
1643011,1762292144.538128,ACCEL,2,0.00982,0.12000,0.06776,1643011
1643016,1762292144.538138,ACCEL,2,0.00982,0.12000,0.06776,1643016
1643021,1762292144.538145,ACCEL,2,0.00982,0.12000,0.06776,1643021
1643026,1762292144.538152,ACCEL,2,0.00982,0.12000,0.06776,1643026
1643031,1762292144.538159,ACCEL,2,0.00982,0.12000,0.06776,1643031
1643036,1762292144.538185,ACCEL,2,0.00982,0.12000,0.06776,1643036
1643041,1762292144.538194,ACCEL,3,0.01473,0.12000,0.06790,1643041
1643046,1762292144.538201,ACCEL,3,0.01473,0.12000,0.06790,1643046
1643051,1762292144.538207,ACCEL,3,0.01473,0.12000,0.06790,1643051
1643056,1762292144.538217,ACCEL,3,0.01473,0.12000,0.06790,1643056
1643061,1762292144.538223,ACCEL,3,0.01473,0.12000,0.06790,1643061
1643066,1762292144.538229,ACCEL,3,0.01473,0.12000,0.06790,1643066
1643071,1762292144.538248,ACCEL,3,0.01473,0.12000,0.06790,1643071
1643076,1762292144.538257,ACCEL,3,0.01473,0.12000,0.06790,1643076
1643081,1762292144.538263,ACCEL,4,0.01963,0.12000,0.06803,1643081
1643086,1762292144.538270,ACCEL,4,0.01963,0.12000,0.06803,1643086
1643091,1762292144.538278,ACCEL,4,0.01963,0.12000,0.06803,1643091
1643096,1762292144.538286,ACCEL,4,0.01963,0.12000,0.06803,1643096
1643101,1762292144.538292,ACCEL,4,0.01963,0.12000,0.06803,1643101
1643106,1762292144.538298,ACCEL,4,0.01963,0.12000,0.06803,1643106
1643111,1762292144.538306,ACCEL,4,0.01963,0.12000,0.06803,1643111
1643116,1762292144.538316,ACCEL,4,0.01963,0.12000,0.06803,1643116
1643121,1762292144.538322,ACCEL,4,0.01963,0.12000,0.06803,1643121
1643126,1762292144.538329,ACCEL,5,0.02454,0.12000,0.06817,1643126
1643131,1762292144.538336,ACCEL,5,0.02454,0.12000,0.06817,1643131
1643136,1762292144.538343,ACCEL,5,0.02454,0.12000,0.06817,1643136
1643141,1762292144.538377,ACCEL,5,0.02454,0.12000,0.06817,1643141
1643146,1762292144.538385,ACCEL,5,0.02454,0.12000,0.06817,1643146
1643151,1762292144.538391,ACCEL,5,0.02454,0.12000,0.06817,1643151
1643156,1762292144.538397,ACCEL,5,0.02454,0.12000,0.06817,1643156
1643161,1762292144.538413,ACCEL,5,0.02454,0.12000,0.06817,1643161
1643166,1762292144.538420,ACCEL,6,0.02945,0.12000,0.06831,1643166
1643171,1762292144.538426,ACCEL,6,0.02945,0.12000,0.06831,1643171
1643176,1762292144.538433,ACCEL,6,0.02945,0.12000,0.06831,1643176
1643181,1762292144.538451,ACCEL,6,0.02945,0.12000,0.06831,1643181
1643186,1762292144.538458,ACCEL,6,0.02945,0.12000,0.06831,1643186
1643306,1762292144.810290,ACCEL,9,0.04418,0.12000,0.06872,1643306
1643311,1762292144.810311,ACCEL,9,0.04418,0.12000,0.06872,1643311
1643316,1762292144.813512,ACCEL,9,0.04418,0.12000,0.06872,1643316
1643321,1762292144.813537,ACCEL,9,0.04418,0.12000,0.06872,1643321
1643326,1762292144.813549,ACCEL,9,0.04418,0.12000,0.06872,1643326
1643331,1762292144.813560,ACCEL,10,0.04909,0.12000,0.06885,1643331
1643336,1762292144.813593,ACCEL,10,0.04909,0.12000,0.06885,1643336
1643341,1762292144.813611,ACCEL,10,0.04909,0.12000,0.06885,1643341
1643346,1762292144.813620,ACCEL,10,0.04909,0.12000,0.06885,1643346
1643351,1762292144.813628,ACCEL,10,0.04909,0.12000,0.06885,1643351
1643356,1762292144.813637,ACCEL,10,0.04909,0.12000,0.06885,1643356
1643361,1762292144.813644,ACCEL,10,0.04909,0.12000,0.06885,1643361
1643366,1762292144.813652,ACCEL,10,0.04909,0.12000,0.06885,1643366
1643371,1762292144.813659,ACCEL,11,0.05400,0.12000,0.06899,1643371
1643376,1762292144.813666,ACCEL,11,0.05400,0.12000,0.06899,1643376
1643381,1762292144.813673,ACCEL,11,0.05400,0.12000,0.06899,1643381
1643386,1762292144.813680,ACCEL,11,0.05400,0.12000,0.06899,1643386
1643391,1762292144.813689,ACCEL,11,0.05400,0.12000,0.06899,1643391
1643396,1762292144.813695,ACCEL,11,0.05400,0.12000,0.06899,1643396
1643401,1762292144.813702,ACCEL,11,0.05400,0.12000,0.06899,1643401
1643406,1762292144.813709,ACCEL,11,0.05400,0.12000,0.06899,1643406
1643411,1762292144.813716,ACCEL,12,0.05890,0.12000,0.06912,1643411
1643416,1762292144.813723,ACCEL,12,0.05890,0.12000,0.06912,1643416
1643421,1762292144.813730,ACCEL,12,0.05890,0.12000,0.06912,1643421
1643426,1762292144.813737,ACCEL,12,0.05890,0.12000,0.06912,1643426
1643431,1762292144.813743,ACCEL,12,0.05890,0.12000,0.06912,1643431
1643436,1762292144.813749,ACCEL,12,0.05890,0.12000,0.06912,1643436
1643441,1762292144.813756,ACCEL,12,0.05890,0.12000,0.06912,1643441
1643446,1762292144.813761,ACCEL,12,0.05890,0.12000,0.06912,1643446
1643451,1762292144.813770,ACCEL,13,0.06381,0.12000,0.06926,1643451
1643456,1762292144.813776,ACCEL,13,0.06381,0.12000,0.06926,1643456
1643461,1762292144.813788,ACCEL,13,0.06381,0.12000,0.06926,1643461
1643466,1762292144.813797,ACCEL,13,0.06381,0.12000,0.06926,1643466
1643471,1762292144.813803,ACCEL,13,0.06381,0.12000,0.06926,1643471
1643476,1762292144.813809,ACCEL,13,0.06381,0.12000,0.06926,1643476
1643481,1762292144.813815,ACCEL,13,0.06381,0.12000,0.06926,1643481
1643486,1762292144.813821,ACCEL,13,0.06381,0.12000,0.06926,1643486
1643491,1762292144.813827,ACCEL,14,0.06872,0.12000,0.06940,1643491
1643496,1762292144.813833,ACCEL,14,0.06872,0.12000,0.06940,1643496
1643501,1762292144.813838,ACCEL,14,0.06872,0.12000,0.06940,1643501
1643506,1762292144.813844,ACCEL,14,0.06872,0.12000,0.06940,1643506
1643511,1762292144.813850,ACCEL,14,0.06872,0.12000,0.06940,1643511
1643516,1762292144.813856,ACCEL,14,0.06872,0.12000,0.06940,1643516
1643521,1762292144.813862,ACCEL,14,0.06872,0.12000,0.06940,1643521
1643526,1762292144.813868,ACCEL,14,0.06872,0.12000,0.06940,1643526
1643531,1762292144.813875,ACCEL,15,0.07363,0.12000,0.06953,1643531
1643536,1762292144.813881,ACCEL,15,0.07363,0.12000,0.06953,1643536
1643541,1762292144.813887,ACCEL,15,0.07363,0.12000,0.06953,1643541
1643546,1762292144.813892,ACCEL,15,0.07363,0.12000,0.06953,1643546
1643581,1762292145.080313,ACCEL,16,0.07854,0.12000,0.06967,1643581
1643586,1762292145.080334,ACCEL,16,0.07854,0.12000,0.06967,1643586
1643591,1762292145.080345,ACCEL,16,0.07854,0.12000,0.06967,1643591
1643596,1762292145.080575,ACCEL,16,0.07854,0.12000,0.06967,1643596
1643601,1762292145.080585,ACCEL,16,0.07854,0.12000,0.06967,1643601
1643606,1762292145.080593,ACCEL,16,0.07854,0.12000,0.06967,1643606
1643611,1762292145.080602,ACCEL,16,0.07854,0.12000,0.06967,1643611
1643616,1762292145.080611,ACCEL,17,0.08345,0.12000,0.06980,1643616
1643621,1762292145.080619,ACCEL,17,0.08345,0.12000,0.06980,1643621
1643626,1762292145.080627,ACCEL,17,0.08345,0.12000,0.06980,1643626
1643631,1762292145.080634,ACCEL,17,0.08345,0.12000,0.06980,1643631
1643636,1762292145.080641,ACCEL,17,0.08345,0.12000,0.06980,1643636
1643641,1762292145.080651,ACCEL,17,0.08345,0.12000,0.06980,1643641
