time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1591354,1762292092.668337,ACCEL,12,0.05890,0.12000,0.06912,1591354
1591359,1762292092.668344,ACCEL,12,0.05890,0.12000,0.06912,1591359
1591364,1762292092.668350,ACCEL,12,0.05890,0.12000,0.06912,1591364
1591369,1762292092.668357,ACCEL,12,0.05890,0.12000,0.06912,1591369
1591374,1762292092.668364,ACCEL,12,0.05890,0.12000,0.06912,1591374
1591379,1762292092.668370,ACCEL,13,0.06381,0.12000,0.06926,1591379
1591384,1762292092.668377,ACCEL,13,0.06381,0.12000,0.06926,1591384
1591389,1762292092.668386,ACCEL,13,0.06381,0.12000,0.06926,1591389
1591394,1762292092.668392,ACCEL,13,0.06381,0.12000,0.06926,1591394
1591399,1762292092.668399,ACCEL,13,0.06381,0.12000,0.06926,1591399
1591404,1762292092.668405,ACCEL,13,0.06381,0.12000,0.06926,1591404
1591409,1762292092.668411,ACCEL,13,0.06381,0.12000,0.06926,1591409
1591414,1762292092.668418,ACCEL,13,0.06381,0.12000,0.06926,1591414
1591419,1762292092.668424,ACCEL,14,0.06872,0.12000,0.06940,1591419
1591424,1762292092.668430,ACCEL,14,0.06872,0.12000,0.06940,1591424
1591429,1762292092.668436,ACCEL,14,0.06872,0.12000,0.06940,1591429
1591434,1762292092.668442,ACCEL,14,0.06872,0.12000,0.06940,1591434
1591439,1762292092.668447,ACCEL,14,0.06872,0.12000,0.06940,1591439
1591444,1762292092.668453,ACCEL,14,0.06872,0.12000,0.06940,1591444
1591449,1762292092.668459,ACCEL,14,0.06872,0.12000,0.06940,1591449
1591454,1762292092.668465,ACCEL,14,0.06872,0.12000,0.06940,1591454
1591459,1762292092.668471,ACCEL,15,0.07363,0.12000,0.06953,1591459
1591464,1762292092.668477,ACCEL,15,0.07363,0.12000,0.06953,1591464
1591469,1762292092.668485,ACCEL,15,0.07363,0.12000,0.06953,1591469
1591474,1762292092.668492,ACCEL,15,0.07363,0.12000,0.06953,1591474
1591479,1762292092.668497,ACCEL,15,0.07363,0.12000,0.06953,1591479
