time_ms,time_ts,v4,v5,g4,g5
1590888,1762292092.487462,2.502446,2.577320,0.001223,0.038660
1590888,1762292092.487517,2.503086,2.575721,0.001543,0.037860
1590888,1762292092.487531,2.502766,2.577960,0.001383,0.038980
1590888,1762292092.487566,2.501166,2.579560,0.000583,0.039780
1590888,1762292092.487576,2.503086,2.578600,0.001543,0.039300
1590888,1762292092.487615,2.502766,2.580520,0.001383,0.040260
1590888,1762292092.487626,2.502446,2.579880,0.001223,0.039940
1590889,1762292092.488005,2.503086,2.581480,0.001543,0.040740
1590889,1762292092.488024,2.502766,2.581480,0.001383,0.040740
1590892,1762292092.491079,2.504046,2.582120,0.002023,0.041060
1590904,1762292092.503438,2.503086,2.584040,0.001543,0.042020
1590904,1762292092.503471,2.502766,2.584040,0.001383,0.042020
1590904,1762292092.503480,2.502446,2.585640,0.001223,0.042820
1590904,1762292092.503529,2.503086,2.585320,0.001543,0.042660
1590904,1762292092.503593,2.503086,2.586600,0.001543,0.043300
1590905,1762292092.504362,2.502766,2.586920,0.001383,0.043460
1590905,1762292092.504380,2.503406,2.587560,0.001703,0.043780
1590905,1762292092.504391,2.503086,2.588840,0.001543,0.044420
1590905,1762292092.504399,2.502446,2.589160,0.001223,0.044580
1590905,1762292092.504408,2.502766,2.589480,0.001383,0.044740
1590920,1762292092.519487,2.501806,2.590439,0.000903,0.045220
1590920,1762292092.519521,2.503726,2.590759,0.001863,0.045380
1590920,1762292092.519532,2.502126,2.592999,0.001063,0.046500
1590920,1762292092.519591,2.502766,2.594599,0.001383,0.047300
1590920,1762292092.519612,2.502766,2.593959,0.001383,0.046980
1590920,1762292092.519619,2.502446,2.595239,0.001223,0.047620
1590920,1762292092.519624,2.502766,2.594599,0.001383,0.047300
1590920,1762292092.519632,2.501486,2.585960,0.000743,0.042980
1590920,1762292092.519639,2.502766,2.597159,0.001383,0.048579
1590920,1762292092.519662,2.503406,2.595559,0.001703,0.047780
1590936,1762292092.535413,2.502126,2.583720,0.001063,0.041860
1590936,1762292092.535454,2.503086,2.593319,0.001543,0.046660
1590936,1762292092.535462,2.502766,2.597159,0.001383,0.048579
1590936,1762292092.535470,2.502126,2.596839,0.001063,0.048420
1590936,1762292092.535476,2.503406,2.604198,0.001703,0.052099
1590936,1762292092.535482,2.501806,2.598439,0.000903,0.049219
1590936,1762292092.535487,2.502766,2.603559,0.001383,0.051779
1590936,1762292092.535494,2.502446,2.588520,0.001223,0.044260
1590936,1762292092.535500,2.502766,2.605478,0.001383,0.052739
1590936,1762292092.535505,2.503086,2.616038,0.001543,0.058019
1590952,1762292092.550998,2.502446,2.612518,0.001223,0.056259
1590953,1762292092.552372,2.503406,2.612198,0.001703,0.056099
1590953,1762292092.552394,2.504366,2.617957,0.002183,0.058979
1590953,1762292092.552399,2.503726,2.603878,0.001863,0.051939
1590953,1762292092.552428,2.503726,2.608038,0.001863,0.054019
1590953,1762292092.552447,2.502766,2.606438,0.001383,0.053219
1590953,1762292092.552453,2.503726,2.595879,0.001863,0.047940
1590953,1762292092.552457,2.504046,2.612838,0.002023,0.056419
1590953,1762292092.552461,2.504686,2.610918,0.002343,0.055459
1590953,1762292092.552465,2.505646,2.605798,0.002823,0.052899
1590958,1762292092.557217,2.504366,2.611558,0.002183,0.055779
1590958,1762292092.557245,2.505006,2.602919,0.002503,0.051459
1590958,1762292092.557261,2.504686,2.621157,0.002343,0.060579
1590958,1762292092.557269,2.505006,2.618277,0.002503,0.059139
1590958,1762292092.557275,2.505966,2.621797,0.002983,0.060899
1590958,1762292092.557281,2.505646,2.619557,0.002823,0.059779
