time_ms,time_ts,v4,v5,g4,g5
1611347,1762295522.167538,2.502126,2.553642,0.001063,0.026821
1611347,1762295522.167599,2.501166,2.554602,0.000583,0.027301
1611347,1762295522.167649,2.501166,2.554602,0.000583,0.027301
1611347,1762295522.167679,2.502446,2.555242,0.001223,0.027621
1611347,1762295522.167690,2.503406,2.555562,0.001703,0.027781
1611347,1762295522.167699,2.502766,2.556202,0.001383,0.028101
1611347,1762295522.167710,2.502766,2.555562,0.001383,0.027781
1611347,1762295522.167744,2.503406,2.556522,0.001703,0.028261
1611347,1762295522.167759,2.504046,2.557162,0.002023,0.028581
1611351,1762295522.171042,2.503086,2.557162,0.001543,0.028581
1611363,1762295522.183162,2.503726,2.556522,0.001863,0.028261
1611363,1762295522.183196,2.504366,2.556202,0.002183,0.028101
1611363,1762295522.183202,2.503406,2.557482,0.001703,0.028741
1611363,1762295522.183206,2.504046,2.557162,0.002023,0.028581
1611363,1762295522.183210,2.503406,2.557802,0.001703,0.028901
1611363,1762295522.183214,2.504686,2.556842,0.002343,0.028421
1611363,1762295522.183218,2.504686,2.557162,0.002343,0.028581
1611363,1762295522.183222,2.504046,2.557802,0.002023,0.028901
1611363,1762295522.183225,2.504366,2.558442,0.002183,0.029221
1611363,1762295522.183229,2.504046,2.555562,0.002023,0.027781
1611379,1762295522.199181,2.505646,2.556522,0.002823,0.028261
1611380,1762295522.200308,2.504366,2.556842,0.002183,0.028421
1611380,1762295522.200344,2.503726,2.555242,0.001863,0.027621
1611380,1762295522.200391,2.505646,2.554922,0.002823,0.027461
1611380,1762295522.200415,2.506286,2.555562,0.003143,0.027781
1611380,1762295522.200423,2.505646,2.553322,0.002823,0.026661
1611380,1762295522.200429,2.505326,2.554282,0.002663,0.027141
1611380,1762295522.200435,2.505646,2.552362,0.002823,0.026181
1611380,1762295522.200441,2.506286,2.553002,0.003143,0.026501
1611380,1762295522.200447,2.506606,2.551722,0.003303,0.025861
1611395,1762295522.215373,2.506926,2.551402,0.003463,0.025701
1611395,1762295522.215415,2.507885,2.551082,0.003943,0.025541
1611395,1762295522.215436,2.507565,2.551722,0.003783,0.025861
1611395,1762295522.215467,2.507246,2.550122,0.003623,0.025061
1611395,1762295522.215491,2.507246,2.548842,0.003623,0.024421
1611395,1762295522.215503,2.508525,2.549162,0.004263,0.024581
1611395,1762295522.215512,2.507246,2.548842,0.003623,0.024421
1611395,1762295522.215535,2.508205,2.547883,0.004103,0.023941
1611395,1762295522.215544,2.509165,2.546603,0.004583,0.023301
1611395,1762295522.215581,2.508205,2.547563,0.004103,0.023781
