time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1284385,1762284068.148205,ACCEL,0,0.00000,0.12000,0.06749,1284385
1284390,1762284068.251521,ACCEL,0,0.00000,0.12000,0.06749,1284390
1284395,1762284068.251543,ACCEL,1,0.00491,0.12000,0.06763,1284395
1284400,1762284068.251554,ACCEL,1,0.00491,0.12000,0.06763,1284400
1284405,1762284068.251562,ACCEL,1,0.00491,0.12000,0.06763,1284405
1284410,1762284068.251570,ACCEL,1,0.00491,0.12000,0.06763,1284410
1284415,1762284068.251577,ACCEL,1,0.00491,0.12000,0.06763,1284415
1284420,1762284068.251584,ACCEL,1,0.00491,0.12000,0.06763,1284420
1284425,1762284068.251603,ACCEL,1,0.00491,0.12000,0.06763,1284425
1284430,1762284068.251612,ACCEL,1,0.00491,0.12000,0.06763,1284430
1284435,1762284068.251619,ACCEL,2,0.00982,0.12000,0.06776,1284435
1284440,1762284068.251627,ACCEL,2,0.00982,0.12000,0.06776,1284440
1284445,1762284068.251634,ACCEL,2,0.00982,0.12000,0.06776,1284445
1284450,1762284068.251640,ACCEL,2,0.00982,0.12000,0.06776,1284450
1284455,1762284068.251647,ACCEL,2,0.00982,0.12000,0.06776,1284455
1284460,1762284068.251654,ACCEL,2,0.00982,0.12000,0.06776,1284460
1284465,1762284068.251660,ACCEL,2,0.00982,0.12000,0.06776,1284465
1284470,1762284068.251667,ACCEL,2,0.00982,0.12000,0.06776,1284470
1284475,1762284068.251678,ACCEL,3,0.01473,0.12000,0.06790,1284475
1284480,1762284068.251685,ACCEL,3,0.01473,0.12000,0.06790,1284480
1284485,1762284068.251692,ACCEL,3,0.01473,0.12000,0.06790,1284485
1284490,1762284068.251699,ACCEL,3,0.01473,0.12000,0.06790,1284490
1284495,1762284068.251705,ACCEL,3,0.01473,0.12000,0.06790,1284495
1284500,1762284068.251711,ACCEL,3,0.01473,0.12000,0.06790,1284500
1284505,1762284068.251718,ACCEL,3,0.01473,0.12000,0.06790,1284505
1284510,1762284068.251725,ACCEL,3,0.01473,0.12000,0.06790,1284510
1284515,1762284068.251731,ACCEL,4,0.01963,0.12000,0.06803,1284515
1284520,1762284068.251738,ACCEL,4,0.01963,0.12000,0.06803,1284520
1284525,1762284068.251745,ACCEL,4,0.01963,0.12000,0.06803,1284525
1284530,1762284068.251751,ACCEL,4,0.01963,0.12000,0.06803,1284530
1284535,1762284068.251758,ACCEL,4,0.01963,0.12000,0.06803,1284535
1284540,1762284068.251764,ACCEL,4,0.01963,0.12000,0.06803,1284540
1284545,1762284068.251770,ACCEL,4,0.01963,0.12000,0.06803,1284545
1284550,1762284068.251779,ACCEL,4,0.01963,0.12000,0.06803,1284550
1284555,1762284068.251785,ACCEL,4,0.01963,0.12000,0.06803,1284555
1284560,1762284068.251792,ACCEL,5,0.02454,0.12000,0.06817,1284560
1284565,1762284068.251799,ACCEL,5,0.02454,0.12000,0.06817,1284565
1284570,1762284068.251805,ACCEL,5,0.02454,0.12000,0.06817,1284570
1284575,1762284068.251811,ACCEL,5,0.02454,0.12000,0.06817,1284575
1284580,1762284068.251824,ACCEL,5,0.02454,0.12000,0.06817,1284580
1284585,1762284068.251830,ACCEL,5,0.02454,0.12000,0.06817,1284585
1284590,1762284068.251838,ACCEL,5,0.02454,0.12000,0.06817,1284590
1284595,1762284068.251898,ACCEL,5,0.02454,0.12000,0.06817,1284595
1284600,1762284068.251948,ACCEL,6,0.02945,0.12000,0.06831,1284600
1284605,1762284068.251957,ACCEL,6,0.02945,0.12000,0.06831,1284605
1284610,1762284068.251965,ACCEL,6,0.02945,0.12000,0.06831,1284610
1284615,1762284068.251971,ACCEL,6,0.02945,0.12000,0.06831,1284615
1284620,1762284068.251978,ACCEL,6,0.02945,0.12000,0.06831,1284620
1284750,1762284068.527574,ACCEL,9,0.04418,0.12000,0.06872,1284750
1284755,1762284068.527600,ACCEL,9,0.04418,0.12000,0.06872,1284755
1284760,1762284068.531165,ACCEL,9,0.04418,0.12000,0.06872,1284760
1284765,1762284068.531181,ACCEL,10,0.04909,0.12000,0.06885,1284765
1284770,1762284068.531191,ACCEL,10,0.04909,0.12000,0.06885,1284770
1284775,1762284068.531202,ACCEL,10,0.04909,0.12000,0.06885,1284775
1284780,1762284068.531238,ACCEL,10,0.04909,0.12000,0.06885,1284780
1284785,1762284068.531247,ACCEL,10,0.04909,0.12000,0.06885,1284785
1284790,1762284068.531255,ACCEL,10,0.04909,0.12000,0.06885,1284790
1284795,1762284068.531263,ACCEL,10,0.04909,0.12000,0.06885,1284795
1284800,1762284068.531271,ACCEL,10,0.04909,0.12000,0.06885,1284800
1284805,1762284068.531279,ACCEL,11,0.05400,0.12000,0.06899,1284805
1284810,1762284068.531287,ACCEL,11,0.05400,0.12000,0.06899,1284810
1284815,1762284068.531294,ACCEL,11,0.05400,0.12000,0.06899,1284815
1284820,1762284068.531301,ACCEL,11,0.05400,0.12000,0.06899,1284820
1284825,1762284068.531309,ACCEL,11,0.05400,0.12000,0.06899,1284825
1284830,1762284068.531319,ACCEL,11,0.05400,0.12000,0.06899,1284830
1284835,1762284068.531328,ACCEL,11,0.05400,0.12000,0.06899,1284835
1284840,1762284068.531335,ACCEL,11,0.05400,0.12000,0.06899,1284840
1284845,1762284068.531343,ACCEL,12,0.05890,0.12000,0.06912,1284845
1284850,1762284068.531351,ACCEL,12,0.05890,0.12000,0.06912,1284850
1284855,1762284068.531359,ACCEL,12,0.05890,0.12000,0.06912,1284855
1284860,1762284068.531366,ACCEL,12,0.05890,0.12000,0.06912,1284860
1284865,1762284068.531374,ACCEL,12,0.05890,0.12000,0.06912,1284865
1284870,1762284068.531381,ACCEL,12,0.05890,0.12000,0.06912,1284870
1284875,1762284068.531388,ACCEL,12,0.05890,0.12000,0.06912,1284875
1284880,1762284068.531396,ACCEL,12,0.05890,0.12000,0.06912,1284880
1284885,1762284068.531403,ACCEL,13,0.06381,0.12000,0.06926,1284885
1284890,1762284068.531410,ACCEL,13,0.06381,0.12000,0.06926,1284890
1284895,1762284068.531420,ACCEL,13,0.06381,0.12000,0.06926,1284895
1284900,1762284068.531427,ACCEL,13,0.06381,0.12000,0.06926,1284900
1284905,1762284068.531435,ACCEL,13,0.06381,0.12000,0.06926,1284905
1284910,1762284068.531442,ACCEL,13,0.06381,0.12000,0.06926,1284910
1284915,1762284068.531450,ACCEL,13,0.06381,0.12000,0.06926,1284915
1284920,1762284068.531457,ACCEL,13,0.06381,0.12000,0.06926,1284920
1284925,1762284068.531465,ACCEL,14,0.06872,0.12000,0.06940,1284925
1284930,1762284068.531501,ACCEL,14,0.06872,0.12000,0.06940,1284930
1284935,1762284068.531509,ACCEL,14,0.06872,0.12000,0.06940,1284935
1284940,1762284068.531516,ACCEL,14,0.06872,0.12000,0.06940,1284940
1284945,1762284068.531524,ACCEL,14,0.06872,0.12000,0.06940,1284945
1284950,1762284068.531531,ACCEL,14,0.06872,0.12000,0.06940,1284950
1284955,1762284068.531539,ACCEL,14,0.06872,0.12000,0.06940,1284955
1284960,1762284068.531547,ACCEL,14,0.06872,0.12000,0.06940,1284960
1284965,1762284068.531554,ACCEL,15,0.07363,0.12000,0.06953,1284965
1284970,1762284068.531562,ACCEL,15,0.07363,0.12000,0.06953,1284970
1284975,1762284068.531571,ACCEL,15,0.07363,0.12000,0.06953,1284975
1284980,1762284068.531578,ACCEL,15,0.07363,0.12000,0.06953,1284980
1284985,1762284068.531586,ACCEL,15,0.07363,0.12000,0.06953,1284985
1284990,1762284068.531593,ACCEL,15,0.07363,0.12000,0.06953,1284990
1284995,1762284068.531601,ACCEL,15,0.07363,0.12000,0.06953,1284995
1285030,1762284068.788266,ACCEL,16,0.07854,0.12000,0.06967,1285030
1285035,1762284068.788287,ACCEL,16,0.07854,0.12000,0.06967,1285035
1285040,1762284068.788351,ACCEL,16,0.07854,0.12000,0.06967,1285040
1285045,1762284068.788359,ACCEL,16,0.07854,0.12000,0.06967,1285045
1285050,1762284068.788367,ACCEL,17,0.08345,0.12000,0.06980,1285050
1285055,1762284068.788374,ACCEL,17,0.08345,0.12000,0.06980,1285055
1285060,1762284068.788381,ACCEL,17,0.08345,0.12000,0.06980,1285060
1285065,1762284068.788388,ACCEL,17,0.08345,0.12000,0.06980,1285065
1285070,1762284068.788395,ACCEL,17,0.08345,0.12000,0.06980,1285070
1285075,1762284068.788401,ACCEL,17,0.08345,0.12000,0.06980,1285075
1285080,1762284068.788408,ACCEL,17,0.08345,0.12000,0.06980,1285080
1285085,1762284068.788417,ACCEL,17,0.08345,0.12000,0.06980,1285085
1285090,1762284068.788424,ACCEL,18,0.08836,0.12000,0.06994,1285090
1285095,1762284068.788429,ACCEL,18,0.08836,0.12000,0.06994,1285095
1285100,1762284068.788436,ACCEL,18,0.08836,0.12000,0.06994,1285100
1285105,1762284068.788444,ACCEL,18,0.08836,0.12000,0.06994,1285105
1285110,1762284068.788453,ACCEL,18,0.08836,0.12000,0.06994,1285110
1285115,1762284068.788460,ACCEL,18,0.08836,0.12000,0.06994,1285115
1285120,1762284068.788466,ACCEL,18,0.08836,0.12000,0.06994,1285120
1285125,1762284068.788472,ACCEL,18,0.08836,0.12000,0.06994,1285125
1285130,1762284068.788478,ACCEL,19,0.09327,0.12000,0.07008,1285130
1285135,1762284068.788485,ACCEL,19,0.09327,0.12000,0.07008,1285135
1285140,1762284068.788491,ACCEL,19,0.09327,0.12000,0.07008,1285140
1285145,1762284068.788497,ACCEL,19,0.09327,0.12000,0.07008,1285145
1285150,1762284068.788503,ACCEL,19,0.09327,0.12000,0.07008,1285150
1285155,1762284068.788510,ACCEL,19,0.09327,0.12000,0.07008,1285155
1285160,1762284068.788516,ACCEL,19,0.09327,0.12000,0.07008,1285160
1285165,1762284068.788522,ACCEL,19,0.09327,0.12000,0.07008,1285165
1285170,1762284068.788528,ACCEL,20,0.09817,0.12000,0.07021,1285170
1285175,1762284068.788534,ACCEL,20,0.09817,0.12000,0.07021,1285175
1285180,1762284068.788540,ACCEL,20,0.09817,0.12000,0.07021,1285180
1285185,1762284068.788548,ACCEL,20,0.09817,0.12000,0.07021,1285185
1285190,1762284068.788554,ACCEL,20,0.09817,0.12000,0.07021,1285190
1285195,1762284068.788563,ACCEL,20,0.09817,0.12000,0.07021,1285195
1285200,1762284068.788569,ACCEL,20,0.09817,0.12000,0.07021,1285200
1285205,1762284068.788576,ACCEL,20,0.09817,0.12000,0.07021,1285205
1285210,1762284068.788582,ACCEL,20,0.09817,0.12000,0.07021,1285210
1285215,1762284068.788588,ACCEL,21,0.10308,0.12000,0.07035,1285215
1285220,1762284068.788594,ACCEL,21,0.10308,0.12000,0.07035,1285220
1285225,1762284068.788599,ACCEL,21,0.10308,0.12000,0.07035,1285225
1285230,1762284068.788605,ACCEL,21,0.10308,0.12000,0.07035,1285230
1285235,1762284068.788611,ACCEL,21,0.10308,0.12000,0.07035,1285235
1285240,1762284068.788617,ACCEL,21,0.10308,0.12000,0.07035,1285240
1285245,1762284068.788623,ACCEL,21,0.10308,0.12000,0.07035,1285245
1285250,1762284068.788629,ACCEL,21,0.10308,0.12000,0.07035,1285250
