time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1714301,1762295625.073097,ACCEL,0,0.00000,0.12000,0.06749,1714301
1714306,1762295625.175035,ACCEL,0,0.00000,0.12000,0.06749,1714306
1714311,1762295625.175057,ACCEL,1,0.00491,0.12000,0.06763,1714311
1714316,1762295625.175067,ACCEL,1,0.00491,0.12000,0.06763,1714316
1714321,1762295625.175075,ACCEL,1,0.00491,0.12000,0.06763,1714321
1714326,1762295625.175084,ACCEL,1,0.00491,0.12000,0.06763,1714326
1714331,1762295625.175090,ACCEL,1,0.00491,0.12000,0.06763,1714331
1714336,1762295625.175097,ACCEL,1,0.00491,0.12000,0.06763,1714336
1714341,1762295625.175104,ACCEL,1,0.00491,0.12000,0.06763,1714341
1714346,1762295625.175112,ACCEL,1,0.00491,0.12000,0.06763,1714346
1714351,1762295625.175119,ACCEL,2,0.00982,0.12000,0.06776,1714351
1714356,1762295625.175126,ACCEL,2,0.00982,0.12000,0.06776,1714356
1714361,1762295625.175133,ACCEL,2,0.00982,0.12000,0.06776,1714361
1714366,1762295625.175138,ACCEL,2,0.00982,0.12000,0.06776,1714366
1714371,1762295625.175144,ACCEL,2,0.00982,0.12000,0.06776,1714371
1714376,1762295625.175150,ACCEL,2,0.00982,0.12000,0.06776,1714376
1714381,1762295625.175164,ACCEL,2,0.00982,0.12000,0.06776,1714381
1714386,1762295625.175171,ACCEL,2,0.00982,0.12000,0.06776,1714386
1714391,1762295625.175176,ACCEL,3,0.01473,0.12000,0.06790,1714391
1714396,1762295625.175183,ACCEL,3,0.01473,0.12000,0.06790,1714396
1714401,1762295625.175189,ACCEL,3,0.01473,0.12000,0.06790,1714401
1714406,1762295625.175194,ACCEL,3,0.01473,0.12000,0.06790,1714406
1714411,1762295625.175201,ACCEL,3,0.01473,0.12000,0.06790,1714411
1714416,1762295625.175207,ACCEL,3,0.01473,0.12000,0.06790,1714416
1714421,1762295625.175213,ACCEL,3,0.01473,0.12000,0.06790,1714421
1714426,1762295625.175219,ACCEL,3,0.01473,0.12000,0.06790,1714426
1714431,1762295625.175224,ACCEL,4,0.01963,0.12000,0.06803,1714431
1714436,1762295625.175231,ACCEL,4,0.01963,0.12000,0.06803,1714436
1714441,1762295625.175236,ACCEL,4,0.01963,0.12000,0.06803,1714441
1714446,1762295625.175241,ACCEL,4,0.01963,0.12000,0.06803,1714446
1714451,1762295625.175247,ACCEL,4,0.01963,0.12000,0.06803,1714451
1714456,1762295625.175253,ACCEL,4,0.01963,0.12000,0.06803,1714456
1714461,1762295625.175259,ACCEL,4,0.01963,0.12000,0.06803,1714461
1714466,1762295625.175266,ACCEL,4,0.01963,0.12000,0.06803,1714466
1714471,1762295625.175272,ACCEL,4,0.01963,0.12000,0.06803,1714471
1714476,1762295625.175278,ACCEL,5,0.02454,0.12000,0.06817,1714476
