time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1662590,1762295573.286340,ACCEL,1,0.00491,0.12000,0.06763,1662590
1662595,1762295573.388809,ACCEL,1,0.00491,0.12000,0.06763,1662595
1662600,1762295573.389155,ACCEL,1,0.00491,0.12000,0.06763,1662600
1662605,1762295573.389183,ACCEL,1,0.00491,0.12000,0.06763,1662605
1662610,1762295573.389195,ACCEL,2,0.00982,0.12000,0.06776,1662610
1662615,1762295573.389206,ACCEL,2,0.00982,0.12000,0.06776,1662615
1662620,1762295573.389215,ACCEL,2,0.00982,0.12000,0.06776,1662620
1662625,1762295573.389222,ACCEL,2,0.00982,0.12000,0.06776,1662625
1662630,1762295573.389229,ACCEL,2,0.00982,0.12000,0.06776,1662630
1662635,1762295573.389237,ACCEL,2,0.00982,0.12000,0.06776,1662635
1662640,1762295573.389244,ACCEL,2,0.00982,0.12000,0.06776,1662640
1662645,1762295573.389251,ACCEL,2,0.00982,0.12000,0.06776,1662645
1662650,1762295573.389261,ACCEL,3,0.01473,0.12000,0.06790,1662650
1662655,1762295573.389278,ACCEL,3,0.01473,0.12000,0.06790,1662655
1662660,1762295573.389286,ACCEL,3,0.01473,0.12000,0.06790,1662660
1662665,1762295573.389294,ACCEL,3,0.01473,0.12000,0.06790,1662665
1662670,1762295573.389301,ACCEL,3,0.01473,0.12000,0.06790,1662670
1662675,1762295573.389308,ACCEL,3,0.01473,0.12000,0.06790,1662675
1662680,1762295573.389315,ACCEL,3,0.01473,0.12000,0.06790,1662680
1662685,1762295573.389322,ACCEL,3,0.01473,0.12000,0.06790,1662685
1662690,1762295573.390380,ACCEL,4,0.01963,0.12000,0.06803,1662690
1662695,1762295573.390410,ACCEL,4,0.01963,0.12000,0.06803,1662695
1662700,1762295573.390422,ACCEL,4,0.01963,0.12000,0.06803,1662700
1662705,1762295573.390432,ACCEL,4,0.01963,0.12000,0.06803,1662705
1662710,1762295573.390440,ACCEL,4,0.01963,0.12000,0.06803,1662710
1662715,1762295573.390449,ACCEL,4,0.01963,0.12000,0.06803,1662715
